id,slug,full_name,first_name,middle_name,last_name,match_confidence
p16296,caratiquit-aurora-p16296,"CARATIQUIT, AURORA A.",AURORA,A.,CARATIQUIT,unverified_with_middle_name
p16297,caritativo-glenn-troy-p16297,"CARITATIVO, GLENN TROY SANTOS",GLENN TROY,SANTOS,CARITATIVO,unverified_with_middle_name
p16298,casar-junaid-p16298,"CASAR, JUNAID BAYSA",JUNAID,BAYSA,CASAR,unverified_with_middle_name
p16299,castro-pascasio-p16299,"CASTRO, PASCASIO C.",PASCASIO,C.,CASTRO,unverified_with_middle_name
p16300,catalan-amado-p16300,"CATALAN, AMADO M.",AMADO,M.,CATALAN,unverified_with_middle_name
p16301,cayton-artemio-p16301,"CAYTON, ARTEMIO F.",ARTEMIO,F.,CAYTON,unverified_with_middle_name
p16302,cervantes-antonio-jr-p16302,"CERVANTES, ANTONIO JR. FLORES",ANTONIO JR.,FLORES,CERVANTES,unverified_with_middle_name
p16303,concepcion-pepe-p16303,"CONCEPCION, PEPE Q.",PEPE,Q.,CONCEPCION,unverified_with_middle_name
p16304,concepcion-gil-p16304,"CONCEPCION, GIL LACAMENTO",GIL,LACAMENTO,CONCEPCION,unverified_with_middle_name
p16305,conde-yolanda-p16305,"CONDE, YOLANDA M.",YOLANDA,M.,CONDE,unverified_with_middle_name
p16306,coronel-jeffrey-p16306,"CORONEL, JEFFREY SANGALANG",JEFFREY,SANGALANG,CORONEL,unverified_with_middle_name
p16307,corpuz-juan-p16307,"CORPUZ, JUAN E.",JUAN,E.,CORPUZ,unverified_with_middle_name
p16308,corpuz-gregorio-p16308,"CORPUZ, GREGORIO SADIARIN",GREGORIO,SADIARIN,CORPUZ,unverified_with_middle_name
p16309,cristobal-ariel-p16309,"CRISTOBAL, ARIEL R.",ARIEL,R.,CRISTOBAL,unverified_with_middle_name
p16310,cruz-henry-p16310,"CRUZ, HENRY PICCIO",HENRY,PICCIO,CRUZ,unverified_with_middle_name
p16311,cruz-raul-p16311,"CRUZ, RAUL PARAZO",RAUL,PARAZO,CRUZ,unverified_with_middle_name
p16312,cuchapin-zosimo-p16312,"CUCHAPIN, ZOSIMO B.",ZOSIMO,B.,CUCHAPIN,unverified_with_middle_name
p16313,cura-william-p16313,"CURA, WILLIAM POLICARPIO",WILLIAM,POLICARPIO,CURA,unverified_with_middle_name
p16314,dalayoan-anita-p16314,"DALAYOAN, ANITA EDRALIN",ANITA,EDRALIN,DALAYOAN,unverified_with_middle_name
p16315,david-rommel-p16315,"DAVID, ROMMEL CRUZ",ROMMEL,CRUZ,DAVID,unverified_with_middle_name
p16316,dayao-franklin-p16316,"DAYAO, FRANKLIN D.",FRANKLIN,D.,DAYAO,unverified_with_middle_name
p16317,de-leon-enrico-p16317,"DE LEON, ENRICO J.",ENRICO,J.,DE LEON,unverified_with_middle_name
p16318,de-leon-francisco-p16318,"DE LEON, FRANCISCO L.",FRANCISCO,L.,DE LEON,unverified_with_middle_name
p16319,dizon-arnel-p16319,"DIZON, ARNEL T.",ARNEL,T.,DIZON,unverified_with_middle_name
p16320,dizon-alberto-p16320,"DIZON, ALBERTO D.",ALBERTO,D.,DIZON,unverified_with_middle_name
p16321,domingo-pedrod-p16321,"DOMINGO, PEDROD D.",PEDROD,D.,DOMINGO,unverified_with_middle_name
p16322,domingo-alfredo-p16322,"DOMINGO, ALFREDO A.",ALFREDO,A.,DOMINGO,unverified_with_middle_name
p16323,dugay-jose-manuel-p16323,"DUGAY, JOSE MANUEL -",JOSE MANUEL,-,DUGAY,unverified_with_middle_name
p16324,dupitas-fernando-p16324,"DUPITAS, FERNANDO B.",FERNANDO,B.,DUPITAS,unverified_with_middle_name
p16325,escalona-roy-nilo-p16325,"ESCALONA, ROY NILO S.",ROY NILO,S.,ESCALONA,unverified_with_middle_name
p16326,escoto-rodolfo-p16326,"ESCOTO, RODOLFO RIVERA",RODOLFO,RIVERA,ESCOTO,unverified_with_middle_name
p16327,espejo-julita-p16327,"ESPEJO, JULITA L.",JULITA,L.,ESPEJO,unverified_with_middle_name
p16328,esquivel-hipolito-p16328,"ESQUIVEL, HIPOLITO S.",HIPOLITO,S.,ESQUIVEL,unverified_with_middle_name
p16329,facun-cristoper-p16329,"FACUN, CRISTOPER C.",CRISTOPER,C.,FACUN,unverified_with_middle_name
p16330,facun-bayani-p16330,"FACUN, BAYANI CORPUZ",BAYANI,CORPUZ,FACUN,unverified_with_middle_name
p16331,facun-luz-p16331,"FACUN, LUZ GUECO",LUZ,GUECO,FACUN,unverified_with_middle_name
p16332,felix-edy-p16332,"FELIX, EDY BILLONES",EDY,BILLONES,FELIX,unverified_with_middle_name
p16333,flores-nemesio-p16333,"FLORES, NEMESIO PRIMERO",NEMESIO,PRIMERO,FLORES,unverified_with_middle_name
p16334,gagarin-eugenio-jr-p16334,"GAGARIN, EUGENIO JR. SACAGUING",EUGENIO JR.,SACAGUING,GAGARIN,unverified_with_middle_name
p16335,galang-proceso-p16335,"GALANG, PROCESO DAYAO",PROCESO,DAYAO,GALANG,unverified_with_middle_name
p16336,galeon-godino-p16336,"GALEON, GODINO R.",GODINO,R.,GALEON,unverified_with_middle_name
p16337,garcia-ignacio-p16337,"GARCIA, IGNACIO T.",IGNACIO,T.,GARCIA,unverified_with_middle_name
p16338,garcia-milagros-p16338,"GARCIA, MILAGROS L.",MILAGROS,L.,GARCIA,unverified_with_middle_name
p16339,gavina-ramon-p16339,"GAVINA, RAMON S.",RAMON,S.,GAVINA,unverified_with_middle_name
p16340,guardion-angelina-p16340,"GUARDION, ANGELINA T.",ANGELINA,T.,GUARDION,unverified_with_middle_name
p16341,gutierrez-renato-p16341,"GUTIERREZ, RENATO C.",RENATO,C.,GUTIERREZ,unverified_with_middle_name
p16342,ibarra-ernesto-p16342,"IBARRA, ERNESTO A.",ERNESTO,A.,IBARRA,unverified_with_middle_name
p16343,idmilao-bernabe-p16343,"IDMILAO, BERNABE PARCASIO",BERNABE,PARCASIO,IDMILAO,unverified_with_middle_name
p16344,ignacio-restituto-p16344,"IGNACIO, RESTITUTO EMAS",RESTITUTO,EMAS,IGNACIO,unverified_with_middle_name
p16345,inalvez-gregorio-jr-p16345,"INALVEZ, GREGORIO JR. E.",GREGORIO JR.,E.,INALVEZ,unverified_with_middle_name
p16346,ines-orlando-p16346,"INES, ORLANDO G.",ORLANDO,G.,INES,unverified_with_middle_name
p16347,lacbayan-leonida-p16347,"LACBAYAN, LEONIDA B.",LEONIDA,B.,LACBAYAN,unverified_with_middle_name
p16348,ladera-abelardo-p16348,"LADERA, ABELARDO R.",ABELARDO,R.,LADERA,unverified_with_middle_name
p16349,lagasca-jose-p16349,"LAGASCA, JOSE L.",JOSE,L.,LAGASCA,unverified_with_middle_name
p16350,lagmay-romeo-p16350,"LAGMAY, ROMEO R.",ROMEO,R.,LAGMAY,unverified_with_middle_name
p16351,laranang-roberto-p16351,"LARANANG, ROBERTO S.",ROBERTO,S.,LARANANG,unverified_with_middle_name
p16352,leal-fe-p16352,"LEAL, FE B.",FE,B.,LEAL,unverified_with_middle_name
p16353,legaspi-reynaldo-p16353,"LEGASPI, REYNALDO L.",REYNALDO,L.,LEGASPI,unverified_with_middle_name
p16354,lenon-amor-p16354,"LENON, AMOR L.",AMOR,L.,LENON,unverified_with_middle_name
p16355,libunao-mayo-p16355,"LIBUNAO, MAYO S.",MAYO,S.,LIBUNAO,unverified_with_middle_name
p16356,linsao-genevieve-p16356,"LINSAO, GENEVIEVE SOCORRO SANTOS",GENEVIEVE,SOCORRO SANTOS,LINSAO,unverified_with_middle_name
p16357,macadamia-eduardo-p16357,"MACADAMIA, EDUARDO C.",EDUARDO,C.,MACADAMIA,unverified_with_middle_name
p16358,macalino-alfredo-p16358,"MACALINO, ALFREDO G.",ALFREDO,G.,MACALINO,unverified_with_middle_name
p16359,mallari-angelito-p16359,"MALLARI, ANGELITO S.",ANGELITO,S.,MALLARI,unverified_with_middle_name
p16360,mamba-daisy-p16360,"MAMBA, DAISY DIAMSAY",DAISY,DIAMSAY,MAMBA,unverified_with_middle_name
p16361,manalo-emmanuel-p16361,"MANALO, EMMANUEL M.",EMMANUEL,M.,MANALO,unverified_with_middle_name
p16362,mangahas-lorenzo-p16362,"MANGAHAS, LORENZO C.",LORENZO,C.,MANGAHAS,unverified_with_middle_name
p16363,manuel-exaltacion-p16363,"MANUEL, EXALTACION PEREZ",EXALTACION,PEREZ,MANUEL,unverified_with_middle_name
p16364,marimla-edison-p16364,"MARIMLA, EDISON R.",EDISON,R.,MARIMLA,unverified_with_middle_name
p16365,mateo-nowel-p16365,"MATEO, NOWEL PATRICIO",NOWEL,PATRICIO,MATEO,unverified_with_middle_name
p16366,miclat-ferdinand-p16366,"MICLAT, FERDINAND Y.",FERDINAND,Y.,MICLAT,unverified_with_middle_name
p16367,milla-manuel-p16367,"MILLA, MANUEL CRUZ",MANUEL,CRUZ,MILLA,unverified_with_middle_name
p16368,millo-cristina-p16368,"MILLO, CRISTINA Q.",CRISTINA,Q.,MILLO,unverified_with_middle_name
p16369,modomo-catalino-gerald-ii-p16369,"MODOMO, CATALINO GERALD II L.",CATALINO GERALD II,L.,MODOMO,unverified_with_middle_name
p16370,molina-alexander-p16370,"MOLINA, ALEXANDER R.",ALEXANDER,R.,MOLINA,unverified_with_middle_name
p16371,montemayor-danny-p16371,"MONTEMAYOR, DANNY C.",DANNY,C.,MONTEMAYOR,unverified_with_middle_name
p16372,montoya-primitiva-p16372,"MONTOYA, PRIMITIVA M.",PRIMITIVA,M.,MONTOYA,unverified_with_middle_name
p16373,morales-alberto-p16373,"MORALES, ALBERTO F.",ALBERTO,F.,MORALES,unverified_with_middle_name
p16374,ngo-ernesto-p16374,"NGO, ERNESTO C.",ERNESTO,C.,NGO,unverified_with_middle_name
p16375,ocampo-warly-p16375,"OCAMPO, WARLY P.",WARLY,P.,OCAMPO,unverified_with_middle_name
p16376,padua-quinciano-jr-p16376,"PADUA, QUINCIANO JR. C.",QUINCIANO JR.,C.,PADUA,unverified_with_middle_name
p16377,palma-wilson-p16377,"PALMA, WILSON BASILAS",WILSON,BASILAS,PALMA,unverified_with_middle_name
p16378,parana-david-p16378,"PARANA, DAVID FABROS",DAVID,FABROS,PARANA,unverified_with_middle_name
p16379,parazo-ricardo-p16379,"PARAZO, RICARDO P.",RICARDO,P.,PARAZO,unverified_with_middle_name
p16380,pasamonte-nicanor-jr-p16380,"PASAMONTE, NICANOR JR. L.",NICANOR JR.,L.,PASAMONTE,unverified_with_middle_name
p16381,perez-antonio-jr-p16381,"PEREZ, ANTONIO JR. C.",ANTONIO JR.,C.,PEREZ,unverified_with_middle_name
p16382,policarpio-carlito-p16382,"POLICARPIO, CARLITO MANIPON",CARLITO,MANIPON,POLICARPIO,unverified_with_middle_name
p16383,punzalan-regidor-p16383,"PUNZALAN, REGIDOR P.",REGIDOR,P.,PUNZALAN,unverified_with_middle_name
p16384,quiambao-francisco-jr-p16384,"QUIAMBAO, FRANCISCO JR. M.",FRANCISCO JR.,M.,QUIAMBAO,unverified_with_middle_name
p16385,quines-orlando-p16385,"QUINES, ORLANDO S.",ORLANDO,S.,QUINES,unverified_with_middle_name
p16386,racal-romulo-p16386,"RACAL, ROMULO C.",ROMULO,C.,RACAL,unverified_with_middle_name
p16387,ramos-mople-p16387,"RAMOS, MOPLE CABANERO",MOPLE,CABANERO,RAMOS,unverified_with_middle_name
p16388,razon-josefino-jr-p16388,"RAZON, JOSEFINO JR. B.",JOSEFINO JR.,B.,RAZON,unverified_with_middle_name
p16389,recomeo-adriatico-p16389,"RECOMEO, ADRIATICO T.",ADRIATICO,T.,RECOMEO,unverified_with_middle_name
p16390,recto-brett-p16390,"RECTO, BRETT P.",BRETT,P.,RECTO,unverified_with_middle_name
p16391,regala-glorioso-p16391,"REGALA, GLORIOSO T.",GLORIOSO,T.,REGALA,unverified_with_middle_name
p16392,reginaldo-diosdado-p16392,"REGINALDO, DIOSDADO TAWATAO",DIOSDADO,TAWATAO,REGINALDO,unverified_with_middle_name
p16393,regis-noel-p16393,"REGIS, NOEL D.C.",NOEL,D.C.,REGIS,unverified_with_middle_name
p16394,rendon-luis-zacarias-p16394,"RENDON, LUIS ZACARIAS A.",LUIS ZACARIAS,A.,RENDON,unverified_with_middle_name
p16395,reyla-mila-p16395,"REYLA, MILA T.",MILA,T.,REYLA,unverified_with_middle_name
p16396,rigor-alfred-p16396,"RIGOR, ALFRED VICTOR",ALFRED,VICTOR,RIGOR,unverified_with_middle_name
p16397,rosete-jesus-jr-p16397,"ROSETE, JESUS JR. SILVESTRE",JESUS JR.,SILVESTRE,ROSETE,unverified_with_middle_name
p16398,saguyod-sanen-jr-p16398,"SAGUYOD, SANEN JR. S.",SANEN JR.,S.,SAGUYOD,unverified_with_middle_name
p16399,salamanca-eufemio-p16399,"SALAMANCA, EUFEMIO N.",EUFEMIO,N.,SALAMANCA,unverified_with_middle_name
p16400,san-miguel-beverly-p16400,"SAN MIGUEL, BEVERLY E.",BEVERLY,E.,SAN MIGUEL,unverified_with_middle_name
p16401,santillan-aniel-bon-p16401,"SANTILLAN, ANIEL BON D.",ANIEL BON,D.,SANTILLAN,unverified_with_middle_name
p16402,santos-francisco-p16402,"SANTOS, FRANCISCO LUMICAO",FRANCISCO,LUMICAO,SANTOS,unverified_with_middle_name
p16403,sarmiento-edgar-p16403,"SARMIENTO, EDGAR A.",EDGAR,A.,SARMIENTO,unverified_with_middle_name
p16404,severo-adriano-p16404,"SEVERO, ADRIANO SALAMAT",ADRIANO,SALAMAT,SEVERO,unverified_with_middle_name
p16405,sibal-william-p16405,"SIBAL, WILLIAM MARIASH",WILLIAM,MARIASH,SIBAL,unverified_with_middle_name
p16406,silao-marvin-p16406,"SILAO, MARVIN TOME",MARVIN,TOME,SILAO,unverified_with_middle_name
p16407,simon-norberto-p16407,"SIMON, NORBERTO D.",NORBERTO,D.,SIMON,unverified_with_middle_name
p16408,tabangay-sol-p16408,"TABANGAY, SOL CUNANAN",SOL,CUNANAN,TABANGAY,unverified_with_middle_name
p16409,tacpal-julian-p16409,"TACPAL, JULIAN B.",JULIAN,B.,TACPAL,unverified_with_middle_name
p16410,talbo-federico-p16410,"TALBO, FEDERICO TOLENTINO",FEDERICO,TOLENTINO,TALBO,unverified_with_middle_name
p16411,taniza-rodney-p16411,"TANIZA, RODNEY EUGENIO",RODNEY,EUGENIO,TANIZA,unverified_with_middle_name
p16412,tomas-romeo-sr-p16412,"TOMAS, ROMEO SR. P.",ROMEO SR.,P.,TOMAS,unverified_with_middle_name
p16413,tomas-felipe-p16413,"TOMAS, FELIPE G.",FELIPE,G.,TOMAS,unverified_with_middle_name
p16414,tuvera-leopoldo-p16414,"TUVERA, LEOPOLDO F.",LEOPOLDO,F.,TUVERA,unverified_with_middle_name
p16415,uy-nicolas-p16415,"UY, NICOLAS CERA",NICOLAS,CERA,UY,unverified_with_middle_name
p16416,uycoco-loreta-p16416,"UYCOCO, LORETA MAYO",LORETA,MAYO,UYCOCO,unverified_with_middle_name
p16417,villanos-teddy-p16417,"VILLANOS, TEDDY G.",TEDDY,G.,VILLANOS,unverified_with_middle_name
p16418,villanueva-noel-p16418,"VILLANUEVA, NOEL LOPEZ",NOEL,LOPEZ,VILLANUEVA,unverified_with_middle_name
p16419,vitug-july-p16419,"VITUG, JULY ANUNCIACION",JULY,ANUNCIACION,VITUG,unverified_with_middle_name
p16420,yamoyam-edwin-p16420,"YAMOYAM, EDWIN R.",EDWIN,R.,YAMOYAM,unverified_with_middle_name
p16421,zarate-don-juan-p16421,"ZARATE, DON JUAN P.",DON JUAN,P.,ZARATE,unverified_with_middle_name
p16422,yap-jose-p16422,"YAP, JOSE V.",JOSE,V.,YAP,unverified_with_middle_name
p16423,anunciacion-leonardo-p16423,"ANUNCIACION, LEONARDO D.",LEONARDO,D.,ANUNCIACION,unverified_with_middle_name
p16424,aquino-estelita-p16424,"AQUINO, ESTELITA MONTANO",ESTELITA,MONTANO,AQUINO,unverified_with_middle_name
p16425,beltran-gil-p16425,"BELTRAN, GIL V.",GIL,V.,BELTRAN,unverified_with_middle_name
p16426,catacutan-reynaldo-p16426,"CATACUTAN, REYNALDO LOPEZ",REYNALDO,LOPEZ,CATACUTAN,unverified_with_middle_name
p16427,delos-reyes-juan-p16427,"DELOS REYES, JUAN Y.",JUAN,Y.,DELOS REYES,unverified_with_middle_name
p16428,eugenio-samuel-p16428,"EUGENIO, SAMUEL MAGDAY",SAMUEL,MAGDAY,EUGENIO,unverified_with_middle_name
p16429,guerrero-rodolfo-p16429,"GUERRERO, RODOLFO FELIPE",RODOLFO,FELIPE,GUERRERO,unverified_with_middle_name
p16430,guiam-emmanuel-p16430,"GUIAM, EMMANUEL RIGOR",EMMANUEL,RIGOR,GUIAM,unverified_with_middle_name
p16431,ibarra-elpidio-p16431,"IBARRA, ELPIDIO DAVID",ELPIDIO,DAVID,IBARRA,unverified_with_middle_name
p16432,lacson-benjamin-p16432,"LACSON, BENJAMIN V.",BENJAMIN,V.,LACSON,unverified_with_middle_name
p16433,malazo-reymundo-p16433,"MALAZO, REYMUNDO G.",REYMUNDO,G.,MALAZO,unverified_with_middle_name
p16434,manuel-dionisio-p16434,"MANUEL, DIONISIO LAGMAN",DIONISIO,LAGMAN,MANUEL,unverified_with_middle_name
p16435,mendoza-genaro-p16435,"MENDOZA, GENARO M.",GENARO,M.,MENDOZA,unverified_with_middle_name
p16436,modomo-reynaldo-p16436,"MODOMO, REYNALDO GUZMAN",REYNALDO,GUZMAN,MODOMO,unverified_with_middle_name
p16437,pacada-vicente-jr-p16437,"PACADA, VICENTE JR. GABRIEL",VICENTE JR.,GABRIEL,PACADA,unverified_with_middle_name
p16438,razalan-tito-p16438,"RAZALAN, TITO GUERRRERO",TITO,GUERRRERO,RAZALAN,unverified_with_middle_name
p16439,sawit-wilfredo-p16439,"SAWIT, WILFREDO I.",WILFREDO,I.,SAWIT,unverified_with_middle_name
p16440,sembrano-harmes-p16440,"SEMBRANO, HARMES SICAT",HARMES,SICAT,SEMBRANO,unverified_with_middle_name
p16441,aganon-errol-p16441,"AGANON, ERROL H.",ERROL,H.,AGANON,unverified_with_middle_name
p16442,belarmino-alvin-p16442,"BELARMINO, ALVIN P.",ALVIN,P.,BELARMINO,unverified_with_middle_name
p16443,david-carlito-p16443,"DAVID, CARLITO SANTOS",CARLITO,SANTOS,DAVID,unverified_with_middle_name
p16444,de-leon-amado-p16444,"DE LEON, AMADO S.",AMADO,S.,DE LEON,unverified_with_middle_name
p16445,nisce-nicholo-p16445,"NISCE, NICHOLO P.",NICHOLO,P.,NISCE,unverified_with_middle_name
p16446,pacada-pearl-angeli-p16446,"PACADA, PEARL ANGELI E.",PEARL ANGELI,E.,PACADA,unverified_with_middle_name
p16447,pineda-rolando-p16447,"PINEDA, ROLANDO R.",ROLANDO,R.,PINEDA,unverified_with_middle_name
p16448,quizon-enrique-p16448,"QUIZON, ENRIQUE L.",ENRIQUE,L.,QUIZON,unverified_with_middle_name
p16449,rosete-pablito-p16449,"ROSETE, PABLITO L.",PABLITO,L.,ROSETE,unverified_with_middle_name
p16450,tabamo-guillermina-p16450,"TABAMO, GUILLERMINA J.",GUILLERMINA,J.,TABAMO,unverified_with_middle_name
p16451,aganon-marcelino-jr-p16451,"AGANON, MARCELINO JR. G.",MARCELINO JR.,G.,AGANON,unverified_with_middle_name
p16452,adolfo-ricardo-p16452,"ADOLFO, RICARDO RAMOS",RICARDO,RAMOS,ADOLFO,unverified_with_middle_name
p16453,baluyot-joey-p16453,"BALUYOT, JOEY L.",JOEY,L.,BALUYOT,unverified_with_middle_name
p16454,batenga-agerico-p16454,"BATENGA, AGERICO SAGUN",AGERICO,SAGUN,BATENGA,unverified_with_middle_name
p16455,catahan-roberto-p16455,"CATAHAN, ROBERTO P.",ROBERTO,P.,CATAHAN,unverified_with_middle_name
p16456,duque-jaime-p16456,"DUQUE, JAIME OBILLO",JAIME,OBILLO,DUQUE,unverified_with_middle_name
p16457,enrado-saklulu-p16457,"ENRADO, SAKLULU BOSE",SAKLULU,BOSE,ENRADO,unverified_with_middle_name
p16458,espinosa-domingo-p16458,"ESPINOSA, DOMINGO T.",DOMINGO,T.,ESPINOSA,unverified_with_middle_name
p16459,go-ernesto-p16459,"GO, ERNESTO PANGAN",ERNESTO,PANGAN,GO,unverified_with_middle_name
p16460,gorospe-antonio-felix-p16460,"GOROSPE, ANTONIO FELIX L.",ANTONIO FELIX,L.,GOROSPE,unverified_with_middle_name
p16461,ignacio-elpidio-p16461,"IGNACIO, ELPIDIO G.",ELPIDIO,G.,IGNACIO,unverified_with_middle_name
p16462,lamorena-joy-gilbert-p16462,"LAMORENA, JOY GILBERT R.",JOY GILBERT,R.,LAMORENA,unverified_with_middle_name
p16463,laranang-manuel-p16463,"LARANANG, MANUEL LAGUNERO",MANUEL,LAGUNERO,LARANANG,unverified_with_middle_name
p16464,ramos-jesus-p16464,"RAMOS, JESUS M.",JESUS,M.,RAMOS,unverified_with_middle_name
p16465,ricor-santiago-jr-p16465,"RICOR, SANTIAGO JR. C.",SANTIAGO JR.,C.,RICOR,unverified_with_middle_name
p16466,sicat-alfonso-p16466,"SICAT, ALFONSO YSAIS",ALFONSO,YSAIS,SICAT,unverified_with_middle_name
p16467,ta-edo-miguel-p16467,"TAÑEDO, MIGUEL A.",MIGUEL,A.,TAÑEDO,unverified_with_middle_name
p16468,tomas-recto-sr-p16468,"TOMAS, RECTO SR. S.",RECTO SR.,S.,TOMAS,unverified_with_middle_name
p16469,zarate-concepcion-p16469,"ZARATE, CONCEPCION AKOL",CONCEPCION,AKOL,ZARATE,unverified_with_middle_name
p16470,abbas-mohd-hatta-p16470,"ABBAS, MOHD. HATTA A.",MOHD. HATTA,A.,ABBAS,unverified_with_middle_name
p16471,abubakar-nurjuhdar-p16471,"ABUBAKAR, NURJUHDAR J.",NURJUHDAR,J.,ABUBAKAR,unverified_with_middle_name
p16472,adel-nurhusin-p16472,"ADEL, NURHUSIN A.",NURHUSIN,A.,ADEL,unverified_with_middle_name
p16473,aharul-asaad-p16473,"AHARUL, ASAAD A.",ASAAD,A.,AHARUL,unverified_with_middle_name
p16474,akip-ambon-p16474,"AKIP, AMBON SABTULA",AMBON,SABTULA,AKIP,unverified_with_middle_name
p16475,aksan-dawasiya-p16475,"AKSAN, DAWASIYA JUMDAIL",DAWASIYA,JUMDAIL,AKSAN,unverified_with_middle_name
p16476,aldam-nulamin-p16476,"ALDAM, NULAMIN DACULLO",NULAMIN,DACULLO,ALDAM,unverified_with_middle_name
p16477,aldam-ansan-p16477,"ALDAM, ANSAN U.",ANSAN,U.,ALDAM,unverified_with_middle_name
p16478,alsad-sagiran-p16478,"ALSAD, SAGIRAN L.",SAGIRAN,L.,ALSAD,unverified_with_middle_name
p16479,alsad-mary-p16479,"ALSAD, MARY PAJIJI",MARY,PAJIJI,ALSAD,unverified_with_middle_name
p16480,amilasan-kadir-p16480,"AMILASAN, KADIR T.",KADIR,T.,AMILASAN,unverified_with_middle_name
p16481,asri-rawda-p16481,"ASRI, RAWDA S.",RAWDA,S.,ASRI,unverified_with_middle_name
p16482,aujero-romulo-p16482,"AUJERO, ROMULO R.",ROMULO,R.,AUJERO,unverified_with_middle_name
p16483,babasa-marcelo-p16483,"BABASA, MARCELO B.",MARCELO,B.,BABASA,unverified_with_middle_name
p16484,bato-sattal-p16484,"BATO, SATTAL -",SATTAL,-,BATO,unverified_with_middle_name
p16485,bulante-yasmin-p16485,"BULANTE, YASMIN R.",YASMIN,R.,BULANTE,unverified_with_middle_name
p16486,buligah-abdulpatta-p16486,"BULIGAH, ABDULPATTA J.",ABDULPATTA,J.,BULIGAH,unverified_with_middle_name
p16487,camlian-ar-asr-ima-p16487,"CAMLIAN, AR-ASR.IMA A.",AR-ASR.IMA,A.,CAMLIAN,unverified_with_middle_name
p16488,daldah-jambon-p16488,"DALDAH, JAMBON N.",JAMBON,N.,DALDAH,unverified_with_middle_name
p16489,diaz-nurhamsa-p16489,"DIAZ, NURHAMSA A.",NURHAMSA,A.,DIAZ,unverified_with_middle_name
p16490,gan-virginia-p16490,"GAN, VIRGINIA S.",VIRGINIA,S.,GAN,unverified_with_middle_name
p16491,gayong-nurija-p16491,"GAYONG, NURIJA L.",NURIJA,L.,GAYONG,unverified_with_middle_name
p16492,hadjiula-akmadul-p16492,"HADJIULA, AKMADUL A.",AKMADUL,A.,HADJIULA,unverified_with_middle_name
p16493,hamsani-bensali-p16493,"HAMSANI, BENSALI HADJIRUL",BENSALI,HADJIRUL,HAMSANI,unverified_with_middle_name
p16494,hashim-madhassan-p16494,"HASHIM, MADHASSAN -",MADHASSAN,-,HASHIM,unverified_with_middle_name
p16495,hassan-mohammad-ali-p16495,"HASSAN, MOHAMMAD ALI S.",MOHAMMAD ALI,S.,HASSAN,unverified_with_middle_name
p16496,hassan-nurkarim-p16496,"HASSAN, NURKARIM B.",NURKARIM,B.,HASSAN,unverified_with_middle_name
p16497,hayudini-harun-p16497,"HAYUDINI, HARUN SAHIBUL",HARUN,SAHIBUL,HAYUDINI,unverified_with_middle_name
p16498,hussin-amrosi-p16498,"HUSSIN, AMROSI G.,",AMROSI,"G.,",HUSSIN,unverified_with_middle_name
p16499,hussin-saldikun-p16499,"HUSSIN, SALDIKUN L.",SALDIKUN,L.,HUSSIN,unverified_with_middle_name
p16500,iddi-edwin-p16500,"IDDI, EDWIN BAKIL",EDWIN,BAKIL,IDDI,unverified_with_middle_name
p16501,idris-asarab-p16501,"IDRIS, ASARAB H.",ASARAB,H.,IDRIS,unverified_with_middle_name
p16502,jaafar-aliusman-p16502,"JAAFAR, ALIUSMAN U.",ALIUSMAN,U.,JAAFAR,unverified_with_middle_name
p16503,jaafar-midjan-p16503,"JAAFAR, MIDJAN B.",MIDJAN,B.,JAAFAR,unverified_with_middle_name
p16504,jaal-iraji-p16504,"JAAL, IRAJI P.",IRAJI,P.,JAAL,unverified_with_middle_name
p16505,jaani-hja-ganda-p16505,"JAANI, HJA. GANDA A.",HJA. GANDA,A.,JAANI,unverified_with_middle_name
p16506,jaji-bensijel-p16506,"JAJI, BENSIJEL U.",BENSIJEL,U.,JAJI,unverified_with_middle_name
p16507,jalambo-rieza-p16507,"JALAMBO, RIEZA R.",RIEZA,R.,JALAMBO,unverified_with_middle_name
p16508,jalil-linda-p16508,"JALIL, LINDA S.",LINDA,S.,JALIL,unverified_with_middle_name
p16509,jaukalnain-jul-p16509,"JAUKALNAIN, JUL J.",JUL,J.,JAUKALNAIN,unverified_with_middle_name
p16510,joe-ahmad-p16510,"JOE, AHMAD OMAR",AHMAD,OMAR,JOE,unverified_with_middle_name
p16511,julkanain-abdurasa-p16511,"JULKANAIN, ABDURASA J.",ABDURASA,J.,JULKANAIN,unverified_with_middle_name
p16512,jumdain-aida-p16512,"JUMDAIN, AIDA I.",AIDA,I.,JUMDAIN,unverified_with_middle_name
p16513,kaidal-hattam-p16513,"KAIDAL, HATTAM ARADJI",HATTAM,ARADJI,KAIDAL,unverified_with_middle_name
p16514,kamdon-edris-p16514,"KAMDON, EDRIS M.",EDRIS,M.,KAMDON,unverified_with_middle_name
p16515,kiptiani-roji-p16515,"KIPTIANI, ROJI A.",ROJI,A.,KIPTIANI,unverified_with_middle_name
p16516,lao-ginger-ray-p16516,"LAO, GINGER RAY T.",GINGER RAY,T.,LAO,unverified_with_middle_name
p16517,lee-jenielyn-p16517,"LEE, JENIELYN M.",JENIELYN,M.,LEE,unverified_with_middle_name
p16518,maing-sulayman-p16518,"MAING, SULAYMAN J.",SULAYMAN,J.,MAING,unverified_with_middle_name
p16519,maming-mustapha-p16519,"MAMING, MUSTAPHA SARAJAN",MUSTAPHA,SARAJAN,MAMING,unverified_with_middle_name
